ID_TIPO_DOCUMENTO,ID_SEXO_BIOLOGICO,FECHA_NACIMIENTO,ID_PAIS,ID_MUNICIPIO,PERIODO
TI,F,02/12/2004 12:00:00 AM,170,52356,20202
CC,F,06/19/1995 12:00:00 AM,170,76834,20202
TI,F,11/03/2003 12:00:00 AM,170,63001,20202
CC,M,05/14/1996 12:00:00 AM,170,63001,20202
TI,M,10/20/2003 12:00:00 AM,170,73585,20202
TI,F,08/14/2003 12:00:00 AM,170,76001,20202
CC,M,02/01/1998 12:00:00 AM,170,76001,20202
TI,F,02/24/2004 12:00:00 AM,170,76001,20202
TI,M,01/04/2005 12:00:00 AM,170,76001,20202
TI,F,10/22/2003 12:00:00 AM,170,76001,20202
TI,F,12/20/2003 12:00:00 AM,170,76001,20202
TI,F,10/20/2003 12:00:00 AM,170,76001,20202
TI,M,03/09/2004 12:00:00 AM,170,76001,20202
TI,F,02/09/2004 12:00:00 AM,170,76001,20202
TI,F,07/06/2004 12:00:00 AM,170,73001,20202
TI,F,08/15/2004 12:00:00 AM,170,76109,20202
CC,F,03/13/2003 12:00:00 AM,170,76109,20202
TI,M,12/26/2004 12:00:00 AM,170,76109,20202
CC,F,08/30/2000 12:00:00 AM,170,76109,20202
CC,F,11/10/1992 12:00:00 AM,170,76109,20202
CC,M,07/01/1994 12:00:00 AM,170,76001,20202
TI,M,12/08/2003 12:00:00 AM,170,76001,20202
TI,M,05/03/2004 12:00:00 AM,170,76036,20202
CC,F,07/23/1988 12:00:00 AM,170,76834,20202
CC,M,07/12/1990 12:00:00 AM,170,18001,20202
CC,M,04/20/1992 12:00:00 AM,170,76834,20202
CC,F,05/17/1992 12:00:00 AM,170,76834,20202
CC,M,08/15/1992 12:00:00 AM,170,76036,20202
CC,F,12/18/1992 12:00:00 AM,170,76036,20202
CC,M,08/23/1994 12:00:00 AM,170,76834,20202
CC,M,02/09/1996 12:00:00 AM,170,76036,20202
CC,M,04/09/1996 12:00:00 AM,170,76036,20202
CC,M,10/02/1996 12:00:00 AM,170,76036,20202
CC,F,04/07/1997 12:00:00 AM,170,76834,20202
CC,F,04/23/1998 12:00:00 AM,170,76834,20202
CC,F,08/15/1998 12:00:00 AM,170,76622,20202
CC,F,01/13/1999 12:00:00 AM,170,76113,20202
CC,M,02/01/1999 12:00:00 AM,170,63001,20202
CC,M,02/25/1999 12:00:00 AM,170,76036,20202
TI,M,05/05/2004 12:00:00 AM,170,76111,20202
TI,M,11/11/2004 12:00:00 AM,170,76111,20202
TI,F,12/09/2004 12:00:00 AM,170,76111,20202
TI,M,02/21/2005 12:00:00 AM,170,76111,20202
TI,F,04/20/2005 12:00:00 AM,170,76111,20202
CC,F,07/07/2003 12:00:00 AM,170,76616,20202
CC,F,12/12/1987 12:00:00 AM,170,76834,20202
CC,F,12/18/1992 12:00:00 AM,170,76834,20202
CC,M,06/15/1998 12:00:00 AM,170,76834,20202
CC,M,01/06/1999 12:00:00 AM,170,76616,20202
CC,F,01/04/2000 12:00:00 AM,170,76834,20202
TI,F,12/27/2003 12:00:00 AM,170,76111,20202
TI,F,01/27/2004 12:00:00 AM,170,76111,20202
TI,F,03/04/2004 12:00:00 AM,170,76111,20202
TI,F,04/05/2004 12:00:00 AM,170,76111,20202
TI,M,06/05/2004 12:00:00 AM,170,76111,20202
