"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Me gusta","Veces que se compartió",Respuestas,"Clics en el enlace",Navegación,"Visitas al perfil","Toques en stickers",Seguimientos
18021116933536424,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/31/2024 07:17",,"Historia de Instagram",,Total,577,563,2,1,0,2,640,,,
18319704187083592,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/31/2024 07:19",,"Historia de Instagram",,Total,555,542,2,0,0,2,620,,,
18052588378757504,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","👻¡Vive un Halloween seguro hoy!🎃",15,"10/31/2024 08:24",,"Historia de Instagram",,Total,545,531,2,0,0,,629,,,
18428725681073514,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/31/2024 08:26",,"Historia de Instagram",,Total,540,526,2,0,0,,655,,,
17947464338766461,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/31/2024 08:49",,"Historia de Instagram",,Total,547,527,6,1,2,,686,,,
18255882094252498,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/31/2024 08:49",,"Historia de Instagram",,Total,533,513,4,0,0,,656,,,
18026233760430027,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"10/31/2024 09:07",,"Historia de Instagram",,Total,523,503,3,0,0,,598,2,,
18025228976612229,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/31/2024 11:35",,"Historia de Instagram",,Total,519,508,5,0,0,,547,1,7,
18026283260187608,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,6,"10/31/2024 13:12",,"Historia de Instagram",,Total,513,488,2,0,0,,527,,,
18426807076077170,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,6,"10/31/2024 13:13",,"Historia de Instagram",,Total,508,481,2,0,0,,462,,,
18010398803464928,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/31/2024 13:20",,"Historia de Instagram",,Total,511,488,3,0,0,,543,2,,
18068018278714331,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/31/2024 13:27",,"Historia de Instagram",,Total,500,478,3,0,0,,573,1,,
17847666405308136,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/31/2024 15:44",,"Historia de Instagram",,Total,514,492,5,1,0,,543,,2,
18081960166534498,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Nos vemos este domingo!",0,"10/31/2024 15:45",,"Historia de Instagram",,Total,503,478,3,0,0,,583,,,
17888153613129259,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/31/2024 17:23",,"Historia de Instagram",,Total,508,484,4,0,0,,537,,2,
18028529258522355,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/31/2024 17:23",,"Historia de Instagram",,Total,504,479,5,0,0,,558,,2,
17954677733734353,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎃 ¡Halloween mágico en Tuluá! 👻",15,"10/31/2024 17:31",,"Historia de Instagram",,Total,513,481,4,0,0,,621,2,,
18084076321471607,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,50,"10/31/2024 19:47",,"Historia de Instagram",,Total,512,473,7,2,0,,635,4,,
18105462055449274,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"11/01/2024 06:30",,"Historia de Instagram",,Total,427,407,3,0,0,,476,,,
18032168456077797,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tuluá Feliz Eres en  ayúdanos a saber qué tan",15,"11/01/2024 06:41",,"Historia de Instagram",,Total,413,396,3,0,0,8,457,1,,
18228452224304295,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"11/01/2024 07:55",,"Historia de Instagram",,Total,406,395,3,0,0,1,445,,,
17847742311303757,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"11/01/2024 08:24",,"Historia de Instagram",,Total,398,384,4,0,0,,420,3,,
18051326497785882,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"11/01/2024 08:26",,"Historia de Instagram",,Total,1041,867,5,0,0,,453,,,
18070835107619573,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"11/01/2024 08:57",,"Historia de Instagram",,Total,383,371,6,0,0,,466,1,,
18463668223029836,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conéctate ahora a nuestra transmisión: ¡ENCUENTROS CON EL ALCALDE!🔵🎙️",20,"11/01/2024 10:28",,"Historia de Instagram",,Total,407,390,8,0,0,9,497,,,
18062261812742517,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Te esperamos hoy!  En la @secre.bienestarsocialtulua",42,"11/01/2024 11:29",,"Historia de Instagram",,Total,486,440,6,0,0,,460,1,,
17912492529014550,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"11/01/2024 13:48",,"Historia de Instagram",,Total,417,400,6,0,0,,448,1,,
18030827588459016,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"11/01/2024 17:01",,"Historia de Instagram",,Total,1155,971,12,0,0,,487,3,,
18028987673586064,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"11/01/2024 17:03",,"Historia de Instagram",,Total,412,407,5,0,0,,467,,2,
18142947610355901,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"10/25/2024 10:25",,"Historia de Instagram",,Total,615,589,6,0,0,,710,1,2,
18063781594679982,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Únete a nuestro live",11,"10/25/2024 10:37",,"Historia de Instagram",,Total,665,628,6,0,0,20,699,1,,
18057790126772980,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Sin comida… NO HAY ALEGRÍA 🤩🙌🏽",15,"10/12/2024 11:21",,"Historia de Instagram",,Total,407,395,4,0,0,,411,2,8,
18013864349375182,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/25/2024 08:43",,"Historia de Instagram",,Total,525,508,3,0,0,,605,3,6,
18085830520512641,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,19,"10/25/2024 08:27",,"Historia de Instagram",,Total,512,497,8,2,0,,583,2,,
18021505559285696,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/25/2024 07:54",,"Historia de Instagram",,Total,878,785,6,0,0,,604,3,,
17889674070099222,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,16,"10/25/2024 03:40",,"Historia de Instagram",,Total,510,499,6,1,2,,522,3,,
18044603426086309,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/24/2024 16:19",,"Historia de Instagram",,Total,402,392,5,0,0,,443,1,2,
17957384966828181,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,19,"10/24/2024 14:39",,"Historia de Instagram",,Total,918,826,5,0,1,,418,2,,
18119662306401586,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/24/2024 14:38",,"Historia de Instagram",,Total,388,385,5,0,0,,410,,,
17925534626858303,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Muy pronto🤩🙌🏼",15,"10/24/2024 14:16",,"Historia de Instagram",,Total,406,402,5,1,0,,441,,,
17865302322243636,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@carolarodri @robertposadarosero @karolberon25 @cristianhernandezv @santiagoguzmanp",15,"10/24/2024 12:31",,"Historia de Instagram",,Total,2262,1828,7,0,2,,455,1,,
18253343530260061,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Presentando los nuevos uniformes de GESTORES DE CONVIVENCIA🙌🏼",15,"10/24/2024 12:21",,"Historia de Instagram",,Total,427,414,4,0,0,,473,5,,
18083806639468386,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/24/2024 05:52",,"Historia de Instagram",,Total,439,431,3,0,0,,472,3,,
18064399378664321,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos mañana en",15,"10/23/2024 19:18",,"Historia de Instagram",,Total,869,687,4,0,0,,469,1,,
18063149302735878,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy en el Parque 
Lineal Céspedes",15,"10/23/2024 15:46",,"Historia de Instagram",,Total,426,415,4,1,0,,438,1,,
18082235290552254,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Cada vez falta menos  NOS VEMOS ESTE SÁBADO✨🪄",15,"10/23/2024 13:07",,"Historia de Instagram",,Total,406,397,3,1,0,,436,1,,
18471791914031000,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/23/2024 09:35",,"Historia de Instagram",,Total,377,371,2,0,0,,417,3,,
18086749000457378,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Aprovecha esta oportunidad 🙏🏼",10,"10/23/2024 09:02",,"Historia de Instagram",,Total,375,373,2,0,0,,428,,,
18043640141026117,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/23/2024 08:45",,"Historia de Instagram",,Total,377,372,3,1,0,,399,1,,
17845489371337827,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/23/2024 08:44",,"Historia de Instagram",,Total,390,384,3,0,0,,431,,,
18017673332330584,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/23/2024 08:43",,"Historia de Instagram",,Total,394,385,3,1,0,,417,,,
17956973270828125,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","SEMANA 
AMBIENTAL 🍃🌳 Así va nuestra",15,"10/23/2024 08:43",,"Historia de Instagram",,Total,430,423,3,0,1,,464,,,
18045368633054369,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/22/2024 16:43",,"Historia de Instagram",,Total,370,365,3,0,0,,410,1,,
18376162129101435,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Nos vemos 
mañana!",15,"10/22/2024 16:21",,"Historia de Instagram",,Total,388,386,1,0,0,,426,,,
17936409863950260,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Fortaleciendo la  INFRAESTRUCTURA VIAL!🚧",15,"10/22/2024 15:24",,"Historia de Instagram",,Total,324,323,2,0,0,,350,3,,
18124168270378353,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/22/2024 14:34",https://instagram.com/stories/alcaldiadetulua/3484735299445941757,"Historia de Instagram",,Total,329,329,3,0,0,,356,,,
18061723822691069,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,19,"10/22/2024 13:23",,"Historia de Instagram",,Total,431,419,3,0,0,,362,,,
18204819205289415,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/22/2024 13:06",,"Historia de Instagram",,Total,325,325,5,0,0,,344,,,
17879490333090617,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/22/2024 13:01",,"Historia de Instagram",,Total,339,339,3,0,0,18,387,3,,
17949202160852494,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/22/2024 11:23",,"Historia de Instagram",,Total,322,319,2,0,0,,356,,,
18049509907803637,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Puntos INNOVA ✅",15,"10/22/2024 11:18",,"Historia de Instagram",,Total,324,322,3,0,0,,358,,,
17882981970113739,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ya casi nos vemos 🤩",15,"10/22/2024 11:17",,"Historia de Instagram",,Total,340,336,5,0,0,,401,,3,
18046129903997264,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",🙌🏼,15,"10/22/2024 11:15",,"Historia de Instagram",,Total,362,359,7,5,0,,419,1,2,
18050579455770869,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","MERCADO CAMPESINO💙 Nos vemos en el",15,"10/22/2024 06:12",,"Historia de Instagram",,Total,308,301,4,1,0,,338,,,
18257375533251148,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos HOY✅",15,"10/22/2024 06:04",,"Historia de Instagram",,Total,330,324,3,0,0,,371,2,2,
18029871623118584,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/21/2024 21:00",,"Historia de Instagram",,Total,351,341,3,1,0,,383,2,2,
18047398807956093,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","MIÉRCOLES Nos vemos este",15,"10/21/2024 15:49",,"Historia de Instagram",,Total,333,327,5,1,1,,387,,,
18076984144559848,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/21/2024 14:27",,"Historia de Instagram",,Total,342,331,4,0,0,,365,2,,
18119169991401216,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,18,"10/21/2024 14:25",,"Historia de Instagram",,Total,1752,1430,7,0,0,,403,8,,
18014646023343628,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@imdertulua  Más información en el",15,"10/21/2024 12:49",,"Historia de Instagram",,Total,355,346,2,1,0,,424,,2,
17871385140210683,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/21/2024 12:42",,"Historia de Instagram",,Total,358,353,2,0,0,,432,2,,
18375817735102454,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@lospayachiquisoficial,46,"10/21/2024 10:09",,"Historia de Instagram",,Total,362,352,6,4,0,,413,1,,2
18100200862415278,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"10/21/2024 09:31",,"Historia de Instagram",,Total,383,373,1,0,0,6,439,,,
18074068783585003,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy ✌🏽",15,"10/21/2024 05:47",,"Historia de Instagram",,Total,832,776,4,0,0,,529,2,,
17938205111918498,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Mañana inicia la SEMANA AMBIENTAL🌳🍃 Mañana 
📍Club Colonial 
🕘9:00 a. m.",15,"10/20/2024 16:01",,"Historia de Instagram",,Total,735,675,7,0,0,,575,1,,
18045992993072000,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/20/2024 11:32",,"Historia de Instagram",,Total,1179,1133,8,1,0,,591,2,14,
18016163399631757,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@lospayachiquisoficial ¡Ya casi nos veremos!✨💙",15,"10/20/2024 10:04",,"Historia de Instagram",,Total,2096,1870,12,0,0,,574,1,,
18343561351122143,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@josemartinhincapi,31,"10/19/2024 22:43",,"Historia de Instagram",,Total,536,509,5,0,0,,490,1,,
17881334244152554,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/19/2024 22:34",,"Historia de Instagram",,Total,484,484,8,0,0,,537,2,,
18033741638054461,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/19/2024 22:34",,"Historia de Instagram",,Total,524,524,6,0,0,,556,2,,
18078979606491071,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Falta muy poco para este Mundo de la Fantasía ✨🪄",15,"10/19/2024 14:51",,"Historia de Instagram",,Total,503,503,8,0,0,,469,3,,
18031800836080101,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"10/19/2024 10:13",https://instagram.com/stories/alcaldiadetulua/3482429830568263281,"Historia de Instagram",,Total,1334,1088,7,0,0,,386,,,
18372386974111031,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/19/2024 08:38",,"Historia de Instagram",,Total,372,365,3,0,0,,408,1,,
18063311692606499,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Estamos listos para sumergirnos en el MUNDO DE LA FANTASÍA 🪄✨",10,"10/19/2024 06:07",,"Historia de Instagram",,Total,422,409,6,0,0,,413,,4,
18028780832523890,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/19/2024 05:52",,"Historia de Instagram",,Total,366,356,4,0,0,,421,,,
18079330174546958,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Faltan 6 días ⬇️",15,"10/19/2024 05:51",,"Historia de Instagram",,Total,373,362,4,0,0,,437,1,,
18045831589841167,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Cada día falta menos 🤩 Programación  Conoce la",15,"10/19/2024 05:51",,"Historia de Instagram",,Total,385,377,3,0,0,,434,,,
18202716106291150,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/19/2024 05:00",,"Historia de Instagram",,Total,431,425,4,0,0,,444,,,
18306046027167497,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",MAÑANA✌🏽,8,"10/18/2024 17:24",,"Historia de Instagram",,Total,378,363,2,0,0,,439,,,
18065071099729278,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/18/2024 16:21",,"Historia de Instagram",,Total,3272,2792,17,2,1,,449,,25,
18244615969279135,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Día Mundial de la Lucha contra el CÁNCER DE MAMÁ💕✌🏽",15,"10/18/2024 16:17",,"Historia de Instagram",,Total,361,349,5,0,0,,409,,,
17985907352741642,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/18/2024 16:14",,"Historia de Instagram",,Total,392,377,5,0,0,,449,3,4,
18017823386322204,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/18/2024 16:11",,"Historia de Instagram",,Total,395,381,4,0,0,,445,,2,
17861000019201940,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/18/2024 16:11",,"Historia de Instagram",,Total,406,391,4,0,0,,459,,7,
18025253846402796,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"10/18/2024 13:30",,"Historia de Instagram",,Total,409,397,8,0,1,,450,3,3,
17858502435271142,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/18/2024 11:12",,"Historia de Instagram",,Total,404,393,3,0,0,4,468,,,
17909141346029645,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hablando de la participación de Tuluá en la ——————————— COP 16 Con: Maryelena Rodríguez  Secretaria de Desarrollo Agropecuario y Medio Ambiente, SEDAMA. @josemartinhincapi  @maryelena_23",15,"10/18/2024 10:40",,"Historia de Instagram",,Total,413,403,9,0,0,,481,,,
18020124800284112,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Encuentros con el Alcalde: HABLEMOS DE BIODIVERSIDAD Y BIENESTAR En este momento con KAROL RENÉ BERÓN  Únete ahora: @josemartinhincapi  @karolberon25  Secretaria de Bienestar Social",15,"10/18/2024 10:22",,"Historia de Instagram",,Total,495,457,10,7,0,8,481,1,,
18026179151385223,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","EN MINUTOS…🎙️",15,"10/18/2024 09:58",,"Historia de Instagram",,Total,427,415,5,0,0,,496,2,,
18068266975628657,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/18/2024 07:58",,"Historia de Instagram",,Total,411,401,5,0,0,,493,,,
18059620738756975,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy ⬇️",15,"10/18/2024 07:58",,"Historia de Instagram",,Total,435,422,2,0,2,,531,2,,
17921064617889073,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos mañana 💙 ✅",0,"10/18/2024 06:27",,"Historia de Instagram",,Total,457,443,5,0,0,,522,,,
17878012473173490,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Este 26 de octubre nos veremos en el MUNDO DE LA FANTASÍA 🪄✨",15,"10/17/2024 17:10",,"Historia de Instagram",,Total,441,423,10,1,0,,390,,4,
18306957997167336,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,32,"10/17/2024 15:56",,"Historia de Instagram",,Total,345,338,6,0,0,,387,1,,
17913005396920870,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Trabajando por el bienestar de los tulueños 🙌🏽",15,"10/17/2024 15:47",,"Historia de Instagram",,Total,353,347,8,0,0,,374,1,,
18020144786613219,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/17/2024 15:46",,"Historia de Instagram",,Total,967,834,7,0,1,,419,,,
17863534506248613,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/17/2024 15:35",,"Historia de Instagram",,Total,358,358,5,0,0,,381,,,
18051326779767076,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos mañana ⬇️",15,"10/17/2024 13:35",,"Historia de Instagram",,Total,368,360,3,0,0,,418,,,
18155309776325181,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/17/2024 10:13",,"Historia de Instagram",,Total,339,334,2,0,0,,372,,4,
18066874696569283,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos este sábado  En la 📍 @ucevacol",15,"10/17/2024 09:44",,"Historia de Instagram",,Total,339,335,1,0,0,,382,1,,
18023777384204687,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/17/2024 09:40",,"Historia de Instagram",,Total,345,338,2,0,0,,392,,,
18246943858280354,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Míralo completo aquí:",15,"10/17/2024 08:26",,"Historia de Instagram",,Total,342,340,3,0,0,13,396,,,
18046203926005654,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ya casi nos vemos🤩😎",47,"10/17/2024 07:57",,"Historia de Instagram",,Total,430,417,7,1,0,,408,2,,
18357431245143535,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/17/2024 07:56",,"Historia de Instagram",,Total,384,380,3,0,0,,455,2,,
18011601236394366,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/16/2024 14:14",,"Historia de Instagram",,Total,326,323,9,0,0,,369,1,2,
18019993343301893,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/16/2024 14:13",,"Historia de Instagram",,Total,335,333,4,0,0,,365,3,,
18464836141001897,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/16/2024 14:12",,"Historia de Instagram",,Total,352,348,3,0,0,,375,,,
18062615938667267,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Quinto encuentro de cocinas tradicionales  Sin Comida no Hay Alegría ✨🤩",15,"10/16/2024 14:08",,"Historia de Instagram",,Total,366,361,5,0,0,,404,1,,
18044248379071006,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","—————————————————————————- Con el balance sobre los indicadores que garantizan el orden en nuestro municipio💪🏼 Consejo de Seguridad🚨",15,"10/16/2024 09:18",,"Historia de Instagram",,Total,355,355,8,0,0,,395,,,
18020470286276706,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","REVIVE LOS MEJORES MOMENTOS DE NUESTRO EN VIVO",15,"10/16/2024 09:00",,"Historia de Instagram",,Total,361,361,5,0,0,6,395,,,
18059082259756014,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@josemartinhincapi  @anafarfan.legal",23,"10/16/2024 08:27",,"Historia de Instagram",,Total,364,364,6,1,0,,418,,,
18023385446240684,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/16/2024 08:16",,"Historia de Instagram",,Total,371,371,5,0,0,,447,,,
18066087181579808,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Cada vez falta menos… Nos vemos en el Mundo de la Fantasía ✨🪄",15,"10/16/2024 08:15",,"Historia de Instagram",,Total,456,446,7,0,0,,449,1,,
18067224574715912,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/16/2024 08:01",,"Historia de Instagram",,Total,401,401,6,0,0,,459,,,
18043359761081475,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,25,"10/15/2024 19:58",,"Historia de Instagram",,Total,445,419,3,0,0,,400,1,,
18030485246108253,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos en el Mundo de la Fantasía 🪄💫",15,"10/15/2024 17:37",,"Historia de Instagram",,Total,450,435,5,2,2,,394,4,,
17931539813830768,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@camaratulua,15,"10/15/2024 12:58",,"Historia de Instagram",,Total,318,315,5,0,0,,361,1,,
18253451338264868,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Vamos por más!✅🙌🏽",15,"10/15/2024 12:52",,"Historia de Instagram",,Total,324,322,5,0,0,,351,,,
17956512512713061,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Te esperamos ⬇️",15,"10/15/2024 11:38",,"Historia de Instagram",,Total,316,316,4,0,0,,356,2,,
18065815987713317,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/15/2024 11:28",,"Historia de Instagram",,Total,404,392,4,4,0,,344,,2,
18027772367143550,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","USO RESPONSABLE DEL ESPACIO PÚBLICO ✅🙌🏽 Jornada pedagógica",15,"10/15/2024 11:19",,"Historia de Instagram",,Total,326,326,4,0,0,,359,2,,
17866831869246719,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/15/2024 11:18",,"Historia de Instagram",,Total,335,334,5,0,0,,385,1,,
18054098059809969,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/15/2024 09:01",,"Historia de Instagram",,Total,352,352,4,0,0,,391,6,,
18046504799061988,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"10/15/2024 08:30",https://instagram.com/stories/alcaldiadetulua/3479478850552177457,"Historia de Instagram",,Total,374,371,4,0,0,,389,,,
18017713214540275,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","En pocos días nos veremos 🙌🏽",15,"10/15/2024 07:36",,"Historia de Instagram",,Total,384,379,3,0,0,,431,1,,
17895966444080143,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Te esperamos hoy en el MERCADO CAMPESINO ✅🙌🏽",15,"10/15/2024 07:01",,"Historia de Instagram",,Total,444,435,8,0,0,,462,6,,
17942328026782813,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,22,"10/14/2024 08:05",,"Historia de Instagram",,Total,1251,1240,9,1,0,,1211,2,,
18244027663274494,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/13/2024 17:42",,"Historia de Instagram",,Total,528,516,4,0,0,,550,1,,
18072686824523943,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/13/2024 17:41",,"Historia de Instagram",,Total,556,550,5,0,0,,562,6,3,
17843286114332018,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/13/2024 17:41",,"Historia de Instagram",,Total,587,581,7,1,0,,636,2,,
17972390285790363,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Dia de la Diversidad Cultural 🙌🏽✨",15,"10/13/2024 11:44",,"Historia de Instagram",,Total,460,460,3,0,0,,469,1,5,
18040494070918868,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/13/2024 11:44",,"Historia de Instagram",,Total,534,525,3,0,0,,586,,1,
18168189799310150,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Segundo día del Encuentro de Covinas Tradicionales🙌🏽 SIN COMIDA NO HAY ALEGRÍA 🤩💙",15,"10/13/2024 11:42",,"Historia de Instagram",,Total,563,555,3,0,0,,584,2,2,
